name,created_at,download_count
openponk-ERD-linux-nightly.zip,2026-09-04T00:57:03Z,1
openponk-ERD-mac-arm-nightly.zip,2026-09-04T00:57:04Z,1
openponk-ERD-mac-intel-nightly.zip,2026-09-04T00:57:03Z,1
openponk-ERD-win-nightly.zip,2026-09-04T00:57:04Z,1
