name,created_at,download_count
openponk-ERD-linux-nightly.zip,2025-05-28T11:05:05Z,0
openponk-ERD-mac-intel-nightly.zip,2025-05-28T11:04:52Z,0
openponk-ERD-mac-m1-nightly.zip,2025-05-28T11:04:53Z,0
openponk-ERD-win-nightly.zip,2025-05-28T11:04:51Z,0
